#Module_ID	#ASIC_ID	#Channel	#ADC_To_MIP	#LowGain_To_HighGain_Transition	#LowGain_To_HighGain_Conversion	#TOT_To_LowGain_Transition	#TOT_To_LowGain_Conversion	#TOT_Offset	#Fully_calibrated
63	0	12	0.0222222	1500	9	2000	5	100	0
63	0	14	0.0222222	1500	9	2000	5	100	0
63	0	16	0.0222222	1500	9	2000	5	100	0
63	0	18	0.0222222	1500	9	2000	5	100	0
63	0	20	0.0222222	1500	9	2000	5	100	0
63	0	22	0.0222222	1500	9	2000	5	100	0
63	0	24	0.0222222	1500	9	2000	5	100	0
63	0	26	0.0222222	1500	9	2000	5	100	0
63	0	28	0.0222222	1500	9	2000	5	100	0
63	0	30	0.0222222	1500	9	2000	5	100	0
63	0	32	0.0222222	1500	9	2000	5	100	0
63	0	34	0.0222222	1500	9	2000	5	100	0
63	0	36	0.0222222	1500	9	2000	5	100	0
63	0	38	0.0222222	1500	9	2000	5	100	0
63	0	40	0.0222222	1500	9	2000	5	100	0
63	0	42	0.0222222	1500	9	2000	5	100	0
63	0	44	0.0222222	1500	9	2000	5	100	0
63	0	46	0.0222222	1500	9	2000	5	100	0
63	0	48	0.0222222	1500	9	2000	5	100	0
63	0	50	0.0222222	1500	9	2000	5	100	0
63	0	52	0.0222222	1500	9	2000	5	100	0
63	0	54	0.0222222	1500	9	2000	5	100	0
63	0	56	0.0222222	1500	9	2000	5	100	0
63	0	58	0.0222222	1500	9	2000	5	100	0
63	0	60	0.0222222	1500	9	2000	5	100	0
63	0	62	0.0222222	1500	9	2000	5	100	0
63	1	0	0.0222222	1500	9	2000	5	100	0
63	1	2	0.0222222	1500	9	2000	5	100	0
63	1	4	0.0222222	1500	9	2000	5	100	0
63	1	6	0.0222222	1500	9	2000	5	100	0
63	1	8	0.0222222	1500	9	2000	5	100	0
63	1	10	0.0222222	1500	9	2000	5	100	0
63	1	12	0.0222222	1500	9	2000	5	100	0
63	1	14	0.0222222	1500	9	2000	5	100	0
63	1	16	0.0222222	1500	9	2000	5	100	0
63	1	18	0.0222222	1500	9	2000	5	100	0
